total_area,living_area,ceil_height,rooms_number,city_center_distance,years_after_repair
40.1,24.1,2.8,2.0,6.9,3.0
58.0,25.5,2.7,2.0,7.4,4.0
68.0,33.3,3.3,3.0,6.6,1.0
87.1,37.5,2.8,4.0,3.4,12.0
75.0,48.8,2.7,2.0,5.2,3.0
83.2,50.8,2.7,3.0,6.8,5.0
63.0,34.0,3.3,2.0,7.1,13.0
53.0,32.9,2.7,2.0,8.3,6.0
68.9,35.8,2.7,3.0,1.6,6.0
102.0,44.9,2.9,4.0,4.8,10.0
95.0,51.3,3.2,3.0,4.1,5.0
66.5,33.2,3.1,3.0,12.0,7.0
48.1,24.1,2.9,1.0,4.0,7.0
77.0,37.7,2.7,4.0,2.7,2.0
51.0,32.6,2.7,2.0,6.5,2.0
56.4,29.9,2.9,1.0,7.9,3.0
64.3,32.1,2.9,3.0,4.1,2.0
62.5,38.1,2.7,3.0,0.9,9.0
109.0,45.8,3.2,4.0,0.5,1.0
153.8,64.6,2.7,5.0,7.7,2.0
81.0,37.3,2.7,4.0,7.3,9.0
58.0,31.9,3.1,2.0,8.9,8.0
53.0,24.4,3.1,2.0,5.7,5.0
62.0,36.0,2.8,3.0,12.9,8.0
71.1,44.8,3.0,3.0,8.6,7.0
63.1,39.1,2.7,2.0,6.6,2.0
65.0,40.3,3.0,3.0,1.4,4.0
75.0,36.8,2.7,3.0,6.2,1.0
54.8,32.9,3.3,1.0,5.2,3.0
64.3,34.7,2.8,2.0,10.6,9.0
73.1,47.5,2.7,3.0,8.1,14.0
68.5,30.1,2.7,2.0,7.6,1.0
69.6,42.5,3.2,2.0,3.7,11.0
79.5,33.4,3.1,3.0,10.4,4.0
43.0,18.1,2.8,1.0,7.2,4.0
52.8,22.2,3.0,2.0,9.9,4.0
95.9,50.8,3.2,4.0,8.6,3.0
81.0,42.1,2.7,4.0,6.6,5.0
59.0,34.2,2.8,1.0,9.2,3.0
66.2,29.1,3.3,3.0,11.3,5.0
70.5,30.3,3.3,4.0,5.4,5.0
158.0,69.5,2.8,5.0,5.9,3.0
65.0,33.1,3.3,2.0,7.1,1.0
71.6,30.8,3.2,4.0,4.1,2.0
75.2,37.6,3.1,3.0,3.4,11.0
68.5,37.7,2.8,2.0,3.8,11.0
70.4,28.9,2.8,3.0,6.5,2.0
48.0,26.4,2.9,2.0,4.8,4.0
60.0,25.2,3.1,2.0,1.2,2.0
62.0,33.5,3.3,3.0,7.2,4.0
62.0,27.3,2.9,2.0,5.2,10.0
68.1,33.4,2.7,3.0,7.3,1.0
67.2,30.9,2.7,2.0,4.1,9.0
66.0,38.3,3.2,3.0,8.5,13.0
62.6,34.4,3.0,3.0,5.1,5.0
89.0,38.3,2.7,4.0,3.3,9.0
63.0,37.8,2.7,2.0,8.5,9.0
63.0,28.4,2.8,3.0,8.2,16.0
60.0,30.0,2.8,1.0,3.3,6.0
121.9,78.0,3.0,5.0,4.6,6.0
62.8,30.1,2.8,2.0,6.7,8.0
175.0,85.8,2.8,4.0,4.5,5.0
61.4,29.5,2.8,2.0,2.2,2.0
94.0,42.3,2.7,4.0,4.9,5.0
159.1,76.4,3.0,7.0,1.7,4.0
66.7,42.7,2.7,2.0,4.7,4.0
126.5,51.9,3.2,4.0,3.6,13.0
62.6,33.8,2.9,3.0,2.1,6.0
113.8,47.8,2.7,3.0,11.9,5.0
63.0,35.3,3.0,2.0,5.1,19.0
67.8,44.1,2.7,2.0,11.4,17.0
58.6,34.0,2.7,2.0,5.4,5.0
60.7,32.2,2.9,2.0,10.4,4.0
61.6,26.5,2.8,2.0,5.3,15.0
78.0,45.2,3.3,3.0,3.4,15.0
62.9,40.3,2.7,3.0,7.1,8.0
66.0,41.6,3.1,3.0,4.4,4.0
70.3,30.9,2.8,4.0,11.8,9.0
66.6,30.6,3.0,3.0,8.8,17.0
34.0,21.8,2.9,1.0,7.3,3.0
65.6,34.1,2.7,2.0,5.2,2.0
62.9,30.2,2.7,2.0,7.2,10.0
61.8,27.8,2.7,2.0,5.8,1.0
170.7,104.1,2.8,6.0,11.2,4.0
58.0,36.0,2.8,2.0,3.1,5.0
68.6,43.2,3.4,2.0,8.3,10.0
60.3,30.8,2.8,2.0,6.8,2.0
46.7,19.6,2.8,2.0,6.7,7.0
68.0,36.7,2.8,3.0,5.3,10.0
51.0,31.1,3.3,2.0,8.4,4.0
58.0,34.8,3.1,2.0,5.9,1.0
64.7,36.9,3.0,3.0,4.0,1.0
96.0,49.9,2.8,4.0,6.9,4.0
85.0,39.9,2.7,3.0,5.0,4.0
58.0,33.6,2.9,2.0,5.1,11.0
53.9,29.6,2.8,1.0,4.1,4.0
58.0,33.1,3.1,2.0,6.6,3.0
95.3,38.1,3.0,4.0,4.3,8.0
64.6,30.4,3.4,2.0,4.2,3.0
58.4,36.8,2.8,2.0,0.2,2.0
54.3,32.0,2.8,1.0,0.4,8.0
79.8,35.9,2.8,2.0,8.9,1.0
51.5,29.9,2.7,1.0,5.5,6.0
200.0,130.0,2.7,6.0,7.2,8.0
96.0,39.4,2.9,3.0,7.2,3.0
67.0,38.2,2.7,2.0,12.6,15.0
64.9,37.0,3.2,2.0,9.2,10.0
64.0,35.8,2.8,3.0,10.8,10.0
61.6,29.0,2.7,2.0,6.1,4.0
65.8,40.8,2.8,2.0,12.3,14.0
58.9,38.3,2.8,2.0,5.6,11.0
62.5,40.6,3.3,2.0,5.5,2.0
55.4,32.1,3.0,2.0,6.1,4.0
104.6,57.5,2.8,3.0,2.4,10.0
69.6,42.5,2.8,3.0,3.4,4.0
69.0,36.6,2.9,3.0,5.6,16.0
128.0,83.2,2.8,4.0,5.3,6.0
56.6,27.2,2.8,2.0,6.3,3.0
96.5,55.0,2.8,3.0,4.4,4.0
82.8,42.2,3.0,3.0,9.3,8.0
69.1,31.1,2.7,2.0,4.3,5.0
60.3,30.1,2.9,3.0,6.5,7.0
65.0,31.2,3.3,2.0,9.4,2.0
39.0,17.6,2.7,1.0,9.2,9.0
82.9,53.1,2.7,3.0,8.4,9.0
138.7,58.3,2.8,6.0,5.7,6.0
67.5,40.5,2.8,2.0,3.2,2.0
52.0,30.7,3.0,2.0,2.1,10.0
54.8,25.8,3.0,1.0,3.8,5.0
82.0,33.6,2.7,3.0,7.4,3.0
65.3,35.9,2.7,3.0,6.8,4.0
79.9,40.0,2.7,3.0,6.4,5.0
62.6,27.5,3.3,2.0,5.3,3.0
69.0,42.1,2.8,2.0,8.8,2.0
64.0,41.6,2.8,3.0,5.8,4.0
121.6,76.6,2.7,4.0,5.2,0.0
61.0,38.4,3.4,2.0,8.6,9.0
88.1,54.6,2.7,3.0,2.0,8.0
70.3,33.7,2.8,3.0,1.1,3.0
64.9,37.6,2.9,3.0,6.8,19.0
57.1,29.1,3.3,2.0,8.1,7.0
58.4,24.5,3.0,2.0,3.3,19.0
55.5,33.9,2.7,2.0,0.0,12.0
73.0,43.8,2.8,4.0,6.1,11.0
136.2,79.0,3.0,5.0,5.7,3.0
52.6,21.6,2.9,2.0,6.6,3.0
43.4,26.9,3.4,1.0,11.5,2.0
98.3,53.1,2.8,3.0,5.3,2.0
71.0,41.9,3.5,4.0,3.5,2.0
57.5,30.5,2.8,1.0,4.1,1.0
72.4,46.3,2.7,3.0,3.8,6.0
64.0,31.4,3.3,2.0,7.2,7.0
89.3,43.8,2.8,3.0,8.0,1.0
77.0,46.2,3.0,4.0,8.1,3.0
75.2,42.9,2.7,4.0,6.5,4.0
56.8,35.8,3.1,2.0,1.8,6.0
56.0,33.0,2.7,2.0,1.8,5.0
59.7,38.8,3.2,2.0,6.3,4.0
60.3,24.7,2.8,2.0,9.1,3.0
70.0,35.0,2.7,2.0,7.6,1.0
95.3,50.5,2.7,4.0,6.3,2.0
68.7,28.2,3.4,3.0,6.4,4.0
60.4,35.0,2.7,2.0,3.2,2.0
55.4,34.3,3.0,2.0,10.3,1.0
51.1,20.4,3.2,1.0,4.5,0.0
72.3,39.8,3.0,3.0,9.0,9.0
65.3,34.0,2.7,2.0,9.4,8.0
72.3,44.8,2.7,3.0,8.9,1.0
63.7,38.2,2.9,3.0,7.3,7.0
102.6,42.1,2.7,4.0,9.7,15.0
51.3,26.2,2.7,1.0,6.3,16.0
66.0,42.2,2.8,2.0,8.8,5.0
65.0,41.0,3.2,2.0,0.4,3.0
85.5,50.4,2.7,3.0,8.8,1.0
120.0,67.2,2.8,4.0,4.1,3.0
120.0,67.2,2.7,4.0,4.4,7.0
60.8,39.5,2.9,3.0,0.9,8.0
61.2,39.8,2.7,2.0,6.8,4.0
65.0,26.7,3.5,3.0,10.3,8.0
49.1,31.9,2.8,1.0,6.2,4.0
85.4,55.5,3.0,4.0,7.4,2.0
64.5,33.5,2.9,3.0,6.0,9.0
46.9,25.8,2.7,1.0,4.4,8.0
60.0,28.8,3.1,2.0,8.8,2.0
71.8,30.9,2.7,3.0,8.6,0.0
67.3,35.0,2.7,2.0,7.0,3.0
66.5,42.6,3.5,2.0,8.2,3.0
114.0,57.0,3.1,5.0,2.2,19.0
78.1,40.6,2.8,4.0,2.5,3.0
66.6,42.0,3.0,3.0,6.8,0.0
63.0,29.0,2.9,2.0,11.3,2.0
89.4,48.3,2.9,2.0,9.5,2.0
70.0,32.2,2.9,2.0,0.3,8.0
59.1,34.9,3.3,2.0,5.8,14.0
73.0,39.4,3.3,4.0,3.7,0.0
69.0,35.9,2.8,2.0,8.7,7.0
55.9,31.3,2.9,2.0,3.7,4.0
66.6,42.6,3.0,3.0,10.5,4.0
89.6,51.1,2.8,3.0,2.2,7.0
54.9,34.0,2.7,2.0,3.1,0.0
58.6,31.1,3.0,2.0,0.3,6.0
67.2,37.6,3.2,3.0,6.3,4.0
98.0,51.0,2.7,4.0,6.5,6.0
66.7,38.0,2.9,3.0,6.2,3.0
64.5,36.8,2.7,3.0,9.5,4.0
67.0,41.5,2.7,2.0,3.5,2.0
67.0,31.5,2.7,3.0,7.1,9.0
67.2,37.6,2.7,3.0,8.4,2.0
63.2,30.3,3.0,3.0,1.5,16.0
41.6,22.9,2.9,2.0,6.9,4.0
106.4,55.3,2.8,4.0,5.1,2.0
79.0,41.1,3.4,3.0,4.5,13.0
66.0,37.0,2.7,3.0,5.8,6.0
63.5,33.7,3.0,2.0,5.7,2.0
131.0,60.3,3.0,4.0,1.2,6.0
66.6,34.6,3.2,2.0,9.2,5.0
67.5,31.1,2.9,2.0,8.4,0.0
66.7,38.0,2.8,2.0,7.8,11.0
53.6,30.0,3.3,1.0,5.6,10.0
71.4,30.0,2.8,3.0,5.5,4.0
73.4,36.7,3.1,2.0,2.1,8.0
140.5,91.3,2.7,5.0,6.8,2.0
97.7,49.8,2.7,3.0,1.6,7.0
66.3,34.5,2.7,2.0,8.4,17.0
64.6,35.5,3.0,2.0,6.5,8.0
44.1,23.4,3.0,2.0,5.4,1.0
68.3,40.3,2.8,2.0,1.6,8.0
67.4,37.7,3.0,2.0,3.1,2.0
51.4,25.2,3.0,2.0,8.8,9.0
37.4,17.6,2.7,2.0,4.2,1.0
58.6,25.8,3.0,2.0,6.0,6.0
63.0,37.2,2.8,3.0,5.3,19.0
83.8,36.0,2.7,3.0,7.6,3.0
61.0,39.0,3.0,2.0,4.1,2.0
57.3,35.0,3.0,1.0,7.6,19.0
77.3,39.4,2.9,4.0,1.4,9.0
51.1,26.1,3.5,2.0,6.6,11.0
104.7,52.3,2.7,5.0,6.2,9.0
60.0,37.2,3.4,2.0,6.1,5.0
58.0,25.5,2.7,1.0,2.8,2.0
54.3,34.8,2.9,1.0,3.0,6.0
54.3,25.5,2.7,1.0,8.5,6.0
48.4,20.3,2.8,2.0,5.5,17.0
96.5,48.2,3.1,3.0,5.1,7.0
61.7,32.7,3.4,3.0,6.6,8.0
61.9,35.3,3.4,3.0,7.4,15.0
75.0,45.0,3.0,2.0,7.4,3.0
58.6,38.1,3.4,1.0,6.5,5.0
68.0,35.4,3.2,2.0,8.0,3.0
144.6,79.5,2.7,5.0,4.4,2.0
60.5,36.3,3.1,2.0,4.6,15.0
56.7,25.5,3.0,1.0,6.6,2.0
119.3,72.8,3.4,4.0,5.3,2.0
81.3,34.1,2.7,3.0,2.4,3.0
62.6,32.6,3.3,2.0,2.0,3.0
64.7,31.1,3.0,2.0,5.2,1.0
65.0,27.9,3.1,3.0,3.6,1.0
116.6,53.6,3.3,5.0,9.2,6.0
62.0,37.8,2.7,3.0,1.9,2.0
63.5,33.7,3.0,3.0,8.8,10.0
81.8,47.4,2.8,4.0,12.4,2.0
48.0,24.5,2.8,1.0,6.8,7.0
169.3,81.3,2.7,6.0,4.4,10.0
56.7,24.4,2.8,2.0,5.9,0.0
71.5,32.9,3.1,3.0,4.1,2.0
106.2,42.5,3.2,3.0,1.8,15.0
68.3,30.7,3.4,2.0,7.1,1.0
77.2,33.2,2.9,3.0,9.7,4.0
61.6,32.6,3.3,2.0,7.8,3.0
68.1,34.0,3.1,3.0,6.3,10.0
62.3,38.0,2.7,2.0,8.4,13.0
66.6,42.6,3.2,2.0,7.7,5.0
68.7,42.6,2.8,2.0,6.2,8.0
78.8,48.9,3.0,2.0,7.3,1.0
108.8,55.5,2.7,3.0,7.8,2.0
91.5,48.5,2.9,3.0,7.7,2.0
129.5,73.8,3.0,4.0,9.8,6.0
104.0,53.0,2.9,3.0,7.2,1.0
89.9,57.5,2.8,3.0,4.6,7.0
78.3,32.1,2.8,3.0,2.6,10.0
175.4,77.2,3.0,5.0,3.5,7.0
62.1,34.8,2.9,2.0,5.9,17.0
55.4,32.7,2.9,2.0,3.5,0.0
69.5,41.7,3.5,3.0,7.4,4.0
66.0,40.3,2.7,2.0,6.2,7.0
51.3,29.2,3.0,1.0,6.3,13.0
51.2,26.6,3.1,2.0,8.4,14.0
53.6,28.4,3.1,2.0,3.4,1.0
60.8,34.7,3.0,2.0,9.4,8.0
89.1,41.0,3.1,3.0,8.5,3.0
66.6,30.0,2.8,2.0,9.2,2.0
84.3,36.2,2.7,4.0,6.7,3.0
62.0,26.0,2.8,3.0,4.1,1.0
68.0,42.8,3.2,3.0,6.6,3.0
62.4,27.5,3.0,2.0,3.2,4.0
101.6,46.7,3.0,5.0,7.5,10.0
87.9,49.2,2.7,2.0,3.1,2.0
64.2,36.6,2.7,3.0,3.5,9.0
66.7,43.4,3.0,3.0,9.3,3.0
114.0,71.8,2.9,3.0,3.6,4.0
43.6,28.3,2.7,1.0,8.4,4.0
67.1,36.9,2.7,2.0,5.1,0.0
65.4,39.9,2.7,2.0,3.2,10.0
66.3,36.5,2.8,2.0,9.3,8.0
64.0,29.4,2.8,2.0,1.6,0.0
77.0,43.9,3.2,3.0,4.5,7.0
90.0,50.4,2.8,3.0,5.7,3.0
48.0,27.8,2.7,1.0,5.1,4.0
53.0,28.1,2.9,2.0,5.4,8.0
67.5,27.7,2.8,3.0,5.3,5.0
102.5,50.2,2.8,3.0,7.7,2.0
54.9,22.0,2.9,2.0,9.1,13.0
63.0,31.5,2.7,3.0,4.4,12.0
57.0,30.2,2.9,2.0,1.9,12.0
66.6,34.0,3.1,3.0,6.2,2.0
64.5,40.0,3.0,3.0,11.2,8.0
65.2,34.6,2.8,3.0,8.6,13.0
67.0,38.9,2.9,3.0,2.9,6.0
60.3,29.5,2.8,2.0,5.1,2.0
68.3,43.7,2.9,2.0,4.9,9.0
68.0,37.4,3.2,3.0,7.0,6.0
86.3,50.9,2.8,2.0,6.4,2.0
77.0,33.1,2.8,3.0,10.6,11.0
65.0,41.6,2.7,2.0,11.8,8.0
76.9,40.0,2.9,4.0,4.3,3.0
86.0,53.3,3.1,4.0,2.2,3.0
61.1,33.0,2.7,3.0,4.7,6.0
55.5,27.2,2.8,2.0,3.7,3.0
60.0,38.4,2.9,2.0,6.4,8.0
54.2,24.4,2.8,1.0,4.3,1.0
85.1,55.3,2.9,3.0,4.8,7.0
67.3,39.7,2.7,2.0,8.6,8.0
77.1,43.2,2.9,3.0,5.2,2.0
66.8,32.7,2.9,3.0,12.5,3.0
49.7,26.3,2.8,1.0,0.6,8.0
52.0,21.8,2.7,1.0,5.4,5.0
64.0,40.3,2.8,3.0,10.1,4.0
58.4,28.0,3.2,2.0,3.3,7.0
84.8,44.9,2.8,4.0,2.7,7.0
56.1,23.6,2.9,1.0,4.7,15.0
74.6,33.6,2.8,3.0,8.3,4.0
67.8,31.9,3.5,2.0,7.2,5.0
53.8,28.0,3.2,1.0,4.5,8.0
113.0,49.7,3.0,3.0,5.4,4.0
66.9,42.8,3.2,3.0,9.4,14.0
59.5,38.7,2.7,1.0,6.7,5.0
89.1,40.1,2.9,3.0,10.3,8.0
37.0,18.1,3.4,1.0,9.8,10.0
58.0,29.0,3.4,2.0,8.8,2.0
68.0,42.2,3.3,3.0,4.4,1.0
66.1,42.3,2.7,3.0,6.7,7.0
87.5,56.9,2.9,3.0,4.7,3.0
73.0,41.6,2.8,3.0,3.7,0.0
73.1,43.1,2.7,2.0,5.2,1.0
63.7,38.2,3.3,2.0,3.2,3.0
170.0,95.2,3.0,5.0,4.6,3.0
71.0,31.9,2.7,4.0,7.8,4.0
54.5,32.2,2.7,1.0,3.4,7.0
62.1,35.4,3.4,3.0,6.4,8.0
75.8,39.4,2.7,4.0,6.5,3.0
161.0,91.8,2.8,7.0,5.4,3.0
64.5,37.4,3.0,2.0,8.1,3.0
89.5,45.6,2.9,4.0,1.5,7.0
74.0,38.5,2.7,3.0,7.6,15.0
116.0,51.0,3.1,3.0,5.7,6.0
64.1,39.7,3.4,3.0,5.3,5.0
52.0,26.5,2.8,2.0,9.9,1.0
84.7,41.5,2.8,4.0,1.8,5.0
56.0,24.6,3.1,2.0,0.4,7.0
64.2,36.6,3.0,2.0,3.1,8.0
83.0,49.8,2.9,3.0,7.2,2.0
72.4,34.8,2.7,3.0,9.1,12.0
67.3,43.7,2.9,3.0,4.8,5.0
71.3,35.6,2.8,3.0,3.0,7.0
61.6,30.2,3.0,3.0,2.6,5.0
61.4,26.4,3.1,3.0,4.6,6.0
70.5,31.0,2.7,3.0,5.4,4.0
74.5,48.4,2.8,4.0,3.9,3.0
47.4,29.9,2.7,1.0,4.6,3.0
50.7,24.8,3.1,1.0,2.5,7.0
58.0,33.6,3.0,1.0,6.2,13.0
61.7,34.6,3.2,3.0,4.3,3.0
68.0,36.7,3.0,2.0,3.3,2.0
65.3,28.7,3.2,3.0,6.2,3.0
143.7,77.6,2.7,4.0,2.7,1.0
63.2,33.5,2.9,3.0,3.6,4.0
118.2,61.5,2.7,3.0,7.6,2.0
56.8,33.5,3.1,2.0,8.9,7.0
66.9,40.8,2.7,3.0,6.7,2.0
73.2,47.6,2.7,3.0,7.2,16.0
68.0,28.6,2.7,3.0,8.6,17.0
122.2,77.0,2.7,6.0,9.7,2.0
53.7,29.0,3.0,1.0,5.4,2.0
46.3,23.1,2.7,1.0,4.2,3.0
58.0,36.5,3.0,2.0,7.8,8.0
66.7,33.4,3.0,3.0,7.3,4.0
51.3,32.8,2.9,1.0,9.0,1.0
39.1,16.0,2.9,1.0,6.8,2.0
62.1,30.4,2.7,2.0,4.3,9.0
70.0,32.2,2.7,3.0,8.1,11.0
89.6,50.2,3.0,3.0,3.5,1.0
52.3,33.5,3.0,1.0,9.6,0.0
66.8,34.1,3.1,3.0,3.2,4.0
69.0,34.5,2.7,2.0,7.5,9.0
60.2,27.7,3.5,2.0,9.7,1.0
68.0,34.7,3.1,3.0,3.2,14.0
87.1,55.7,2.8,4.0,6.0,7.0
117.0,64.3,3.1,4.0,3.8,11.0
73.0,38.0,3.0,3.0,5.6,10.0
64.4,41.9,2.7,2.0,1.5,2.0
63.1,37.2,2.9,3.0,9.4,11.0
92.9,43.7,2.8,3.0,6.1,2.0
65.2,37.8,3.2,3.0,3.4,7.0
114.1,71.9,3.0,4.0,6.0,7.0
76.7,47.6,2.7,4.0,10.2,3.0
68.1,38.8,3.2,2.0,12.1,1.0
98.2,44.2,3.0,4.0,0.5,2.0
80.0,33.6,3.4,4.0,2.6,9.0
63.0,41.0,2.9,3.0,5.8,3.0
91.6,38.5,2.8,4.0,7.5,13.0
50.5,28.8,2.9,1.0,5.0,8.0
72.7,29.8,3.0,3.0,4.7,15.0
63.8,28.1,3.0,2.0,8.3,7.0
35.9,23.3,2.9,2.0,7.0,12.0
53.0,21.2,3.0,1.0,4.8,8.0
67.6,32.4,3.0,3.0,6.5,6.0
79.6,35.0,2.7,3.0,1.0,10.0
81.4,45.6,3.1,4.0,7.9,9.0
57.7,34.0,3.1,1.0,5.2,4.0
53.7,23.1,3.2,1.0,4.5,3.0
57.3,25.8,2.7,2.0,0.3,9.0
99.7,58.8,2.8,3.0,7.1,3.0
100.8,62.5,2.8,3.0,7.9,2.0
82.0,53.3,2.8,4.0,5.9,3.0
65.1,31.9,3.1,2.0,8.3,2.0
95.5,51.6,2.7,4.0,7.3,2.0
58.7,28.2,3.1,2.0,6.1,7.0
66.0,42.2,2.7,2.0,8.8,1.0
58.7,29.4,2.8,1.0,2.7,2.0
80.2,39.3,2.8,3.0,4.5,3.0
60.8,32.8,2.8,2.0,10.3,4.0
75.8,44.0,2.8,2.0,7.1,11.0
58.0,30.2,3.2,2.0,2.7,6.0
52.8,31.2,2.9,2.0,12.3,4.0
74.4,46.1,2.7,3.0,4.2,5.0
46.7,22.4,3.4,1.0,8.8,7.0
59.1,36.6,2.7,2.0,2.8,2.0
84.3,52.3,2.8,2.0,5.5,3.0
63.0,40.3,2.7,2.0,10.7,9.0
79.4,36.5,2.7,3.0,5.3,6.0
71.5,37.2,3.2,3.0,6.2,5.0
53.2,33.5,2.9,2.0,6.2,4.0
66.0,35.6,2.9,2.0,5.0,0.0
59.0,24.2,2.9,2.0,5.1,12.0
110.5,51.9,2.9,4.0,4.4,3.0
40.0,18.0,3.0,1.0,3.0,2.0
64.0,41.6,2.8,3.0,7.3,15.0
69.5,32.7,2.8,2.0,7.7,5.0
63.0,35.9,3.0,2.0,3.1,2.0
66.3,43.1,3.0,2.0,7.0,7.0
55.0,24.2,3.5,1.0,2.3,7.0
49.4,31.6,3.1,1.0,3.2,4.0
123.7,79.2,2.9,5.0,4.5,4.0
61.4,30.1,2.7,3.0,4.9,6.0
62.6,40.1,2.8,3.0,5.4,4.0
40.4,23.0,3.5,1.0,3.6,1.0
71.0,34.1,3.4,4.0,3.6,4.0
65.5,28.8,3.1,2.0,8.1,0.0
67.6,39.2,2.7,2.0,5.8,1.0
59.8,37.7,3.4,1.0,5.8,9.0
80.0,42.4,3.3,3.0,4.7,19.0
72.0,31.7,3.3,3.0,5.8,2.0
66.3,39.8,3.4,3.0,5.2,4.0
81.4,36.6,2.8,2.0,7.6,4.0
47.0,28.2,3.1,1.0,9.6,19.0
67.0,32.8,2.9,3.0,11.0,2.0
64.1,37.2,2.8,2.0,4.2,9.0
67.0,34.8,3.0,3.0,4.1,1.0
162.0,74.5,2.8,5.0,6.8,1.0
67.1,42.9,3.3,2.0,4.3,4.0
62.1,38.5,2.9,2.0,5.4,5.0
66.0,31.7,2.7,2.0,2.8,5.0
69.8,40.5,3.0,3.0,8.6,6.0
56.7,28.4,2.8,2.0,2.7,6.0
63.0,25.2,2.7,2.0,3.6,3.0
53.0,30.7,3.0,1.0,6.4,4.0
90.0,37.8,2.7,2.0,11.7,2.0
56.0,31.4,3.3,2.0,7.2,13.0
66.8,28.1,3.1,3.0,7.5,5.0
89.0,35.6,3.2,3.0,6.1,10.0
65.7,31.5,2.8,2.0,7.6,6.0
51.6,23.2,2.9,2.0,4.2,2.0
65.3,27.4,2.7,2.0,3.6,1.0
62.2,32.3,2.7,2.0,4.6,11.0
65.1,36.5,2.7,3.0,9.4,2.0
67.0,28.8,2.7,3.0,9.7,4.0
55.2,34.2,3.2,2.0,5.6,4.0
107.4,45.1,3.0,5.0,3.8,1.0
54.1,27.1,2.8,1.0,8.4,2.0
70.0,34.3,2.7,2.0,6.1,3.0
90.1,51.4,3.1,3.0,5.3,1.0
56.5,23.2,3.0,2.0,12.8,4.0
86.7,34.7,3.3,4.0,10.2,9.0
64.1,34.6,2.9,3.0,10.6,12.0
55.0,22.0,2.9,1.0,2.4,9.0
66.5,40.6,2.7,3.0,6.7,1.0
65.0,27.3,2.9,2.0,7.3,3.0
63.2,36.7,3.3,3.0,4.6,11.0
66.9,26.8,2.7,2.0,2.2,4.0
52.0,25.5,2.9,1.0,5.3,0.0
65.0,36.4,2.9,2.0,8.1,3.0
62.1,37.3,2.8,3.0,9.5,17.0
77.5,46.5,2.9,3.0,6.7,9.0
54.0,27.5,3.1,2.0,2.8,4.0
57.3,24.6,3.3,2.0,6.6,6.0
65.0,29.9,2.7,2.0,8.1,3.0
61.2,39.8,3.1,3.0,6.5,1.0
74.6,34.3,2.7,3.0,5.0,7.0
59.1,32.5,3.3,1.0,5.2,14.0
74.2,45.3,2.7,3.0,5.1,5.0
95.7,48.8,2.7,4.0,7.3,3.0
92.8,59.4,2.8,2.0,1.2,4.0
40.9,25.8,2.9,1.0,6.6,2.0
60.0,30.6,2.9,2.0,4.8,16.0
70.0,38.5,2.9,2.0,0.8,2.0
59.5,25.6,3.2,2.0,5.6,6.0
60.0,30.0,2.7,2.0,6.5,3.0
71.0,31.2,3.2,2.0,7.1,9.0
65.5,42.6,2.7,2.0,3.2,0.0
75.2,37.6,2.9,4.0,0.3,2.0
64.0,39.7,3.1,2.0,13.2,6.0
84.3,43.0,2.8,4.0,6.6,5.0
69.0,35.2,2.9,3.0,1.0,0.0
67.8,29.2,3.2,3.0,5.4,2.0
65.5,32.1,2.7,2.0,6.4,1.0
93.1,52.1,2.7,3.0,4.9,1.0
46.6,19.6,2.7,2.0,7.0,2.0
76.0,36.5,2.8,3.0,9.4,15.0
48.2,26.0,3.3,1.0,3.5,19.0
58.5,31.0,2.7,2.0,6.5,2.0
75.1,42.1,3.0,4.0,5.2,6.0
59.0,32.4,3.0,2.0,8.5,2.0
115.7,55.5,2.7,4.0,3.8,9.0
109.2,45.9,2.9,5.0,5.7,6.0
65.6,28.2,2.8,3.0,6.8,2.0
73.4,33.8,3.1,4.0,1.8,7.0
96.4,50.1,3.2,3.0,6.6,4.0
93.4,40.2,2.8,2.0,5.4,14.0
64.7,31.1,2.8,2.0,6.5,2.0
77.8,47.5,3.0,3.0,4.2,2.0
67.8,44.1,2.7,3.0,12.5,3.0
153.2,98.0,3.1,7.0,7.1,4.0
63.5,34.9,2.8,2.0,4.0,7.0
69.2,42.2,3.3,2.0,3.6,9.0
83.0,39.0,2.9,2.0,7.8,1.0
66.0,33.7,2.9,3.0,6.2,9.0
109.0,64.3,2.9,3.0,3.9,4.0
69.5,38.2,3.1,2.0,10.6,0.0
50.0,29.5,2.9,2.0,2.6,4.0
71.1,44.8,2.8,4.0,9.3,9.0
117.6,76.4,2.7,4.0,2.7,7.0
56.2,27.0,2.7,1.0,10.7,2.0
70.0,31.5,3.0,2.0,5.2,1.0
115.3,58.8,2.8,4.0,1.9,6.0
87.1,34.8,2.9,4.0,8.7,0.0
74.0,34.0,2.7,3.0,6.8,3.0
68.6,43.9,2.7,2.0,7.1,5.0
70.4,36.6,2.9,4.0,6.1,5.0
70.0,43.4,2.7,2.0,5.7,4.0
61.7,25.9,3.1,2.0,1.2,8.0
90.1,47.8,3.0,4.0,8.4,7.0
70.7,30.4,3.1,2.0,3.6,2.0
89.0,53.4,3.0,3.0,8.0,9.0
52.1,26.6,3.2,2.0,7.3,6.0
64.8,40.8,2.7,2.0,9.9,2.0
112.0,65.0,2.8,4.0,8.1,8.0
108.5,52.1,2.8,5.0,3.5,6.0
66.7,37.4,2.7,2.0,9.2,3.0
58.3,24.5,2.7,2.0,4.7,3.0
77.0,42.4,3.1,4.0,10.3,2.0
122.0,57.3,3.0,4.0,2.6,3.0
