score,duration,promo,robocats,label
0,0.61,0,0,1
2,0.24,0,0,1
0,0.57,0,0,1
10,0.04,1,0,0
0,0.07,0,0,1
10,0.36,1,0,0
10,0.55,1,0,0
0,0.71,0,0,1
10,0.66,1,0,0
8,0.02,1,0,0
3,0.05,0,0,1
0,0.48,0,0,1
9,0.08,1,0,0
10,1.2,0,1,0
9,0.31,1,0,0
0,2.5,0,1,1
4,0.26,0,0,2
3,1.23,0,0,1
2,0.01,0,0,1
10,0.05,1,0,0
0,0.01,0,0,1
10,0.13,1,0,0
5,0.52,0,1,2
10,1.47,1,0,0
4,1.73,0,0,2
10,0.12,0,0,0
2,0.13,0,0,1
10,0.17,1,0,0
5,0.23,1,0,2
5,0.08,0,0,2
10,0.54,1,0,0
6,0.74,1,0,2
4,2.36,0,1,2
1,0.25,0,0,1
2,0.19,0,9,4
1,0.84,0,0,1
6,0.71,0,0,2
10,0.0,1,0,0
5,0.66,0,0,2
4,2.19,1,0,2
6,0.85,0,0,2
0,0.27,0,0,1
4,1.0,0,0,2
10,0.48,1,0,0
2,0.03,0,0,1
10,0.22,0,0,0
3,0.39,0,0,1
10,0.86,1,0,0
3,0.23,0,0,1
0,0.15,0,0,1
0,0.51,0,0,1
10,0.4,1,0,0
6,0.34,1,0,2
1,1.2,0,0,1
8,0.38,0,1,0
2,0.33,0,0,1
4,5.45,0,1,2
0,0.23,0,0,1
3,0.24,0,0,1
6,0.46,1,0,2
0,0.11,0,0,1
10,6.81,0,1,0
0,0.23,0,0,1
2,0.48,0,0,1
3,1.25,0,0,1
8,0.07,1,0,0
10,0.07,1,0,0
9,0.31,1,0,0
10,0.26,1,0,0
10,0.14,1,0,0
10,0.49,1,0,0
8,0.54,1,0,0
0,0.39,0,0,1
10,0.82,1,0,0
5,3.52,0,1,2
4,0.02,0,0,2
8,2.08,0,0,0
8,0.33,1,0,0
0,0.02,0,0,1
9,0.33,1,0,0
8,1.16,1,0,0
1,1.49,0,0,1
5,0.19,0,1,2
4,0.43,0,0,2
10,0.99,1,0,0
1,0.39,0,0,1
7,0.18,1,0,2
0,0.35,0,0,1
7,0.53,0,0,2
0,0.19,0,0,1
5,0.22,0,0,2
0,0.97,0,0,1
0,1.07,0,0,1
8,0.69,1,0,0
9,0.0,1,0,0
10,1.1,0,1,0
8,0.75,0,0,0
9,0.48,1,0,0
5,0.39,0,0,2
8,0.38,1,0,0
7,0.55,1,0,2
10,0.28,0,0,0
2,0.09,0,0,1
4,0.2,0,0,2
8,0.12,0,0,0
4,0.25,0,0,2
6,0.04,1,0,2
7,0.72,1,0,2
1,1.81,0,0,1
8,0.01,1,0,0
9,0.0,1,0,0
0,0.44,0,0,1
3,0.64,0,0,1
8,0.34,1,0,0
10,0.19,1,0,0
3,0.41,0,0,1
5,0.14,0,0,2
6,0.41,1,0,2
4,0.14,0,0,2
5,0.53,0,0,2
10,0.94,1,0,0
5,0.14,0,0,2
3,0.0,0,0,1
9,0.06,1,0,0
0,0.23,0,0,1
0,0.54,0,0,1
8,0.18,1,0,0
4,0.22,0,0,2
7,1.04,1,0,2
7,2.07,0,1,2
0,0.09,0,0,1
7,0.18,1,0,2
0,0.16,0,0,1
6,0.61,1,0,2
0,0.11,0,0,1
3,0.17,0,0,1
10,0.24,1,0,0
10,0.68,1,0,0
4,0.25,0,0,2
0,0.09,0,0,1
3,0.28,0,0,1
0,0.59,0,0,1
10,7.27,1,14,4
9,0.12,1,0,0
3,0.3,1,0,1
4,1.42,0,0,2
4,12.04,0,1,4
10,0.98,1,0,0
5,0.08,0,1,2
1,0.33,0,0,1
6,0.39,0,0,2
10,1.27,1,0,0
10,33.52,1,7,3
8,0.13,1,0,0
8,1.23,1,0,0
10,2.39,1,0,0
0,0.01,0,0,1
10,0.1,1,0,0
0,0.72,0,0,1
10,0.48,0,0,0
10,3.67,1,4,0
0,0.02,0,0,1
1,0.09,0,0,1
5,0.32,0,0,2
5,2.07,0,1,2
0,0.94,0,0,1
2,0.11,0,0,1
0,0.42,0,0,1
10,0.3,1,0,0
2,0.03,0,0,1
0,0.73,0,0,1
2,2.63,0,0,1
9,0.55,1,0,0
8,0.83,1,0,0
4,1.99,0,1,2
7,0.51,0,0,2
0,1.29,0,0,1
4,0.03,0,0,2
2,0.39,0,1,1
4,0.77,1,0,2
8,0.62,1,0,0
6,0.87,0,0,2
0,0.68,0,0,1
7,0.05,0,0,2
7,1.9,1,0,2
0,0.21,0,0,1
0,0.12,0,0,1
2,0.08,0,0,1
8,2.25,1,0,0
1,0.56,0,0,1
7,0.13,0,0,2
6,0.46,0,0,2
8,0.64,1,0,0
3,0.51,0,0,1
0,0.17,0,0,1
9,0.34,1,0,0
10,0.3,0,0,0
10,0.56,1,0,0
2,1.22,0,0,1
8,0.9,0,0,0
4,1.45,1,0,2
10,0.82,1,0,0
0,0.34,0,0,1
0,0.09,0,0,1
9,1.65,1,0,0
3,0.72,0,0,1
1,0.24,0,0,1
7,1.23,1,0,2
0,0.82,0,0,1
0,0.71,0,0,1
5,0.5,0,0,2
10,20.76,1,8,4
7,0.01,1,0,2
0,0.05,0,0,1
8,0.51,0,0,0
8,1.32,0,0,0
10,0.67,1,0,0
10,0.27,1,0,0
9,0.48,0,0,0
2,0.42,0,0,1
9,0.64,0,1,0
0,0.02,0,0,1
3,0.39,0,0,1
0,0.96,0,0,1
4,0.84,0,0,2
8,0.02,0,0,0
0,0.0,0,0,1
0,0.26,0,0,1
7,0.85,0,0,2
5,0.02,1,0,2
0,1.88,0,0,1
0,0.29,0,0,1
0,0.34,0,0,1
7,0.17,1,0,2
10,0.7,1,0,0
10,0.17,1,0,0
0,0.1,0,0,1
10,0.07,1,0,0
7,3.21,1,0,2
5,1.88,0,0,2
6,0.05,1,0,2
3,0.17,0,0,1
9,0.24,1,0,0
3,0.15,0,0,1
6,2.6,0,1,2
2,0.68,0,0,1
8,0.29,1,0,0
4,0.4,0,0,2
7,0.46,1,0,2
0,0.01,0,0,1
0,0.17,0,0,1
10,0.06,1,0,0
0,0.07,0,0,1
10,0.06,1,0,0
6,0.18,1,0,2
10,1.81,0,0,0
0,0.43,0,0,1
2,0.24,0,0,1
5,1.11,0,1,2
10,0.53,1,0,0
10,0.17,1,0,0
7,0.28,0,0,2
9,0.13,1,0,0
3,1.04,1,0,1
4,0.25,0,0,2
10,0.01,1,0,0
0,0.4,0,0,1
5,0.57,0,1,2
2,0.12,0,0,1
7,0.53,1,0,2
4,1.11,0,0,2
5,0.65,1,0,2
8,2.09,1,0,0
10,0.2,1,0,0
9,0.53,1,0,0
1,0.03,0,0,1
6,0.23,0,1,2
3,0.54,0,0,1
7,0.12,1,0,2
6,0.94,1,0,2
4,0.41,0,0,2
2,0.0,0,0,1
8,0.06,1,0,0
10,0.77,1,0,0
3,0.3,0,0,1
9,0.31,1,0,0
8,0.89,0,1,0
7,0.61,1,0,2
10,0.45,1,0,0
10,0.16,1,0,0
9,0.59,1,0,0
5,0.4,0,0,2
2,0.04,1,0,1
6,0.42,0,0,2
10,0.33,1,0,0
10,0.23,1,0,0
3,1.16,0,0,1
9,1.31,1,0,0
9,0.46,1,0,0
10,0.86,1,0,0
4,0.3,0,1,2
5,0.68,0,0,2
6,1.16,0,0,2
1,0.56,0,0,1
0,0.88,0,0,1
0,0.15,0,0,1
5,0.01,1,0,2
10,0.03,1,0,0
10,0.21,1,0,0
7,0.44,1,0,2
3,1.57,0,0,1
9,1.05,1,0,0
1,0.17,0,0,1
8,0.9,0,1,0
0,0.28,0,0,1
5,0.08,0,0,2
10,0.09,1,0,0
9,1.87,1,0,0
1,0.9,0,0,1
6,2.25,1,0,2
9,0.26,1,0,0
5,0.29,0,0,2
3,0.77,0,0,1
0,0.07,0,0,1
3,0.52,0,0,1
2,0.17,1,0,1
0,0.35,0,0,1
2,1.83,0,0,1
10,0.25,0,0,0
10,0.37,1,0,0
1,0.02,0,0,1
0,0.14,1,0,1
9,0.16,1,0,0
6,0.13,1,0,2
4,1.07,0,1,2
7,0.88,0,0,2
8,0.57,1,0,0
1,0.36,0,0,1
2,0.52,0,0,1
8,3.0,1,0,0
6,1.23,1,0,2
10,0.28,0,0,0
10,50.17,1,6,3
0,0.33,0,0,1
4,5.59,0,1,2
7,0.15,1,0,2
7,0.4,1,0,2
7,0.01,0,0,2
5,0.04,0,0,2
5,2.87,0,1,2
5,0.06,0,0,2
3,0.17,0,0,1
1,0.99,0,0,1
8,0.65,1,0,0
9,0.55,0,1,0
10,0.04,1,0,0
1,0.02,0,0,1
7,11.69,0,1,4
2,0.46,0,0,1
2,0.25,0,0,1
10,0.45,1,0,0
7,0.62,1,0,2
1,0.26,0,0,1
5,0.36,0,1,2
6,1.28,0,0,2
5,0.06,1,0,2
10,0.64,0,0,0
8,0.03,1,0,0
5,0.03,1,0,2
3,0.25,0,0,1
8,0.15,1,0,0
2,0.21,0,0,1
10,0.3,1,0,0
3,0.2,0,0,1
2,0.31,0,0,1
10,0.01,1,0,0
8,0.07,1,0,0
4,0.41,0,1,2
0,0.81,0,0,1
7,1.73,1,0,2
2,0.45,1,0,1
0,0.5,0,0,1
10,1.5,1,0,0
10,9.5,1,8,4
10,0.42,1,0,0
5,1.49,1,0,2
9,0.8,1,0,0
0,0.44,0,0,1
8,0.01,1,0,0
7,1.54,1,0,2
10,0.13,1,0,0
0,0.08,0,0,1
8,1.76,1,0,0
1,0.01,0,0,1
4,0.22,0,1,2
10,0.36,0,0,0
10,0.22,1,0,0
1,0.8,0,0,1
8,0.22,0,0,0
5,0.17,0,0,2
10,0.03,1,0,0
3,6.75,0,1,1
0,0.36,0,0,1
9,0.29,0,0,0
4,0.48,0,0,2
8,0.05,1,0,0
0,0.23,0,0,1
10,0.17,1,0,0
10,1.78,0,0,0
5,0.7,0,0,2
0,0.49,0,0,1
0,0.41,0,0,1
3,0.33,0,0,1
10,1.01,1,0,0
10,0.69,1,0,0
6,0.64,0,1,2
0,1.42,0,0,1
0,0.73,0,0,1
0,0.05,0,0,1
10,0.62,1,0,0
9,0.18,1,0,0
8,0.07,1,0,0
3,5.04,0,1,1
1,0.1,0,0,1
8,0.52,1,0,0
5,0.38,0,0,2
5,0.57,1,0,2
9,0.17,1,0,0
4,0.22,0,0,2
10,0.41,1,0,0
0,0.55,0,0,1
7,0.09,1,0,2
9,0.81,0,0,0
4,2.76,0,1,2
7,0.5,1,0,2
10,0.03,0,0,0
8,0.22,1,0,0
6,0.07,0,0,2
9,0.47,1,0,0
10,0.03,1,0,0
0,0.61,0,0,1
4,0.01,0,0,2
2,0.01,0,0,1
10,0.43,1,0,0
6,0.0,0,0,2
2,0.04,0,0,1
8,0.94,1,0,0
10,0.33,1,0,0
0,1.79,0,0,1
6,0.08,0,0,2
2,0.27,0,0,1
1,0.32,0,11,4
10,0.4,1,0,0
0,0.11,0,0,1
6,0.35,1,0,2
0,0.41,0,0,1
8,0.52,1,0,0
0,0.43,0,0,1
10,0.26,1,0,0
5,0.1,1,0,2
3,0.0,0,0,1
5,0.06,0,0,2
9,0.26,1,0,0
9,0.42,1,0,0
3,0.56,0,0,1
10,1.3,1,0,0
10,0.58,1,0,0
8,4.82,0,1,0
2,0.25,0,0,1
4,0.18,0,0,2
2,0.24,0,0,1
8,1.1,1,0,0
10,0.74,1,0,0
2,0.96,0,0,1
5,11.72,0,1,4
2,0.11,0,0,1
0,0.24,0,0,1
10,0.15,0,0,0
9,0.06,0,0,0
1,0.0,0,0,1
0,0.5,0,0,1
3,0.32,0,0,1
0,0.19,0,0,1
2,0.1,0,0,1
5,0.31,1,0,2
7,0.44,1,0,2
10,0.36,1,0,0
0,0.38,0,0,1
0,0.03,0,0,1
0,0.14,0,0,1
4,0.02,0,0,2
9,2.2,1,0,0
8,0.06,1,0,0
0,1.08,0,0,1
7,0.52,0,0,2
7,0.33,0,0,2
4,0.32,0,0,2
7,2.56,0,1,2
7,0.14,1,0,2
9,0.68,1,0,0
10,0.05,1,0,0
0,0.2,0,0,1
8,0.47,0,1,0
10,0.41,1,0,0
5,0.28,1,0,2
3,3.32,0,1,1
6,0.19,1,0,2
4,0.13,0,0,2
7,0.5,0,0,2
3,0.57,0,0,1
10,0.66,1,0,0
10,0.6,1,0,0
10,0.11,1,0,0
6,0.49,0,0,2
10,1.08,1,0,0
10,0.41,1,0,0
3,0.4,0,0,1
3,0.02,0,0,1
0,0.03,0,0,1
4,0.04,0,0,2
0,0.3,0,0,1
10,0.95,1,0,0
1,0.22,0,0,1
0,0.07,0,1,1
6,0.41,1,0,2
10,0.59,1,0,0
2,0.75,0,0,1
2,0.11,0,0,1
7,0.22,1,0,2
4,1.55,1,0,2
1,0.54,0,0,1
0,0.58,0,0,1
10,0.15,1,0,0
6,0.97,0,0,2
6,0.39,1,0,2
0,0.94,0,0,1
10,0.1,1,0,0
1,0.28,0,0,1
2,0.14,0,0,1
4,0.33,0,0,2
7,0.11,1,0,2
3,0.67,0,0,1
5,0.01,1,0,2
10,0.36,1,0,0
10,0.37,1,0,0
4,1.62,0,0,2
2,0.14,0,0,1
5,0.49,0,0,2
0,0.02,0,0,1
4,0.18,0,0,2
0,0.21,0,0,1
10,0.56,1,0,0
7,3.54,0,1,2
6,0.63,1,0,2
8,0.09,1,0,0
10,0.06,1,0,0
0,0.46,0,0,1
0,1.32,0,0,1
3,0.09,0,0,1
10,0.53,0,0,0
4,0.3,0,0,2
1,0.33,0,0,1
3,1.62,0,0,1
2,0.84,0,0,1
2,0.45,0,0,1
2,0.27,0,0,1
10,0.17,1,0,0
2,1.77,0,0,1
10,0.11,1,0,0
0,0.68,0,0,1
8,0.7,0,1,0
2,0.27,0,0,1
5,0.25,0,0,2
6,0.18,1,0,2
10,1.69,1,0,0
2,0.51,0,0,1
7,0.11,1,0,2
3,1.09,0,0,1
10,0.07,1,0,0
0,1.05,0,0,1
10,0.04,1,0,0
1,0.04,0,0,1
1,0.13,0,0,1
0,1.6,0,12,4
2,0.01,1,0,1
8,0.09,1,0,0
10,0.34,1,0,0
10,0.16,0,0,0
7,1.63,0,1,2
6,1.31,1,0,2
10,0.43,1,0,0
3,0.15,0,0,1
10,0.18,1,0,0
7,0.12,1,0,2
10,1.49,1,0,0
1,0.14,0,0,1
4,0.09,1,0,2
10,0.02,1,0,0
0,0.12,0,0,1
0,2.96,0,0,1
1,0.49,0,0,1
0,0.63,0,0,1
0,0.2,0,0,1
7,0.06,1,0,2
6,0.06,1,0,2
0,0.15,0,0,1
8,1.14,1,0,0
7,0.13,1,0,2
10,0.89,1,0,0
4,2.18,0,0,2
10,0.19,1,0,0
6,0.34,0,0,2
6,0.3,1,0,2
10,0.75,1,0,0
0,1.27,0,0,1
5,0.06,0,0,2
8,0.05,1,0,0
10,0.11,1,0,0
10,0.46,1,0,0
10,0.64,0,0,0
10,0.3,1,0,0
9,0.01,1,0,0
10,0.12,0,0,0
0,0.01,0,0,1
3,0.11,0,0,1
10,0.25,1,0,0
2,0.15,0,0,1
10,0.67,1,0,0
0,0.04,0,0,1
3,0.08,0,0,1
4,0.06,0,0,2
4,1.38,1,0,2
2,0.42,0,0,1
4,0.14,0,0,2
0,0.16,0,0,1
5,2.13,0,0,2
10,0.55,1,0,0
10,0.01,1,0,0
5,1.0,0,0,2
0,0.58,0,0,1
1,0.13,0,0,1
9,0.33,1,0,0
6,0.4,0,0,2
10,39.76,1,8,3
1,1.06,0,0,1
10,0.68,1,0,0
5,1.09,0,0,2
8,2.43,0,0,0
7,0.11,1,0,2
10,0.03,1,0,0
0,0.32,0,0,1
5,1.28,1,0,2
5,0.73,1,0,2
7,0.07,1,0,2
6,0.56,0,0,2
8,0.12,1,0,0
6,0.65,1,0,2
0,1.18,0,0,1
4,0.54,1,0,2
7,0.97,0,0,2
0,0.16,0,0,1
2,0.01,1,0,1
4,2.09,0,0,2
7,0.26,1,0,2
8,0.42,0,0,0
0,0.21,0,0,1
10,0.0,0,0,0
3,0.49,1,0,1
2,0.13,0,0,1
3,0.31,0,0,1
5,0.64,0,0,2
10,2.15,1,0,0
1,0.08,0,0,1
1,0.21,0,0,1
0,0.07,0,0,1
2,0.93,0,0,1
3,0.02,0,0,1
10,0.45,1,0,0
0,0.97,0,0,1
0,0.94,0,0,1
2,0.06,0,0,1
0,0.99,0,0,1
10,0.05,1,0,0
10,0.52,1,0,0
7,0.36,1,0,2
9,0.74,1,0,0
0,0.94,0,13,4
0,0.22,0,1,1
10,0.29,1,0,0
9,1.89,1,0,0
4,1.08,1,0,2
8,0.01,1,0,0
1,1.78,0,0,1
9,1.78,1,0,0
8,0.38,1,0,0
1,0.58,0,0,1
0,1.41,0,0,1
0,0.21,0,0,1
10,0.58,1,0,0
1,1.17,0,0,1
4,1.22,0,0,2
5,0.23,0,0,2
9,0.2,1,0,0
7,0.6,0,0,2
10,1.05,1,0,0
3,0.07,0,0,1
4,0.05,0,0,2
1,0.44,0,0,1
10,0.07,1,0,0
7,0.43,1,0,2
8,0.32,1,0,0
5,0.73,0,0,2
7,0.51,1,0,2
0,0.16,0,0,1
6,0.72,0,0,2
3,1.38,0,1,1
4,2.07,0,0,2
5,0.01,0,0,2
6,0.46,0,0,2
10,0.69,1,0,0
0,0.14,0,9,1
2,2.96,0,0,1
7,0.36,0,0,2
10,0.68,1,0,0
10,0.35,1,0,0
4,2.78,0,7,4
5,0.31,0,0,2
10,0.38,1,0,0
0,0.26,0,0,1
2,0.37,0,0,1
6,0.11,1,0,2
8,1.22,1,0,0
6,0.09,1,0,2
10,1.99,1,0,0
9,0.33,1,0,0
3,1.61,0,0,1
1,0.33,0,0,1
0,0.53,0,1,1
9,0.08,1,0,0
0,0.08,0,0,1
6,0.03,1,0,2
10,0.05,1,0,0
10,0.2,1,0,0
0,0.74,0,1,1
2,0.65,0,1,1
4,0.53,0,1,2
5,0.5,0,0,2
10,0.51,1,0,0
0,0.12,0,0,1
3,0.59,0,0,1
3,8.14,0,1,1
4,0.93,1,0,2
7,0.01,1,0,2
6,0.68,1,0,2
8,0.33,1,0,0
6,0.29,1,0,2
5,0.12,0,0,2
8,0.21,1,0,0
0,0.38,0,0,1
10,1.55,1,0,0
8,0.76,1,0,0
5,0.29,0,0,2
3,0.12,1,0,1
2,1.3,0,0,1
1,0.72,0,0,1
10,0.54,1,0,0
10,0.14,1,0,0
10,0.42,1,0,0
3,0.74,0,0,1
8,0.66,0,0,0
2,0.03,0,0,1
9,0.02,1,0,0
6,0.23,0,0,2
3,0.06,0,0,1
10,0.28,0,0,0
0,0.35,0,0,1
8,0.18,1,0,0
10,0.75,1,0,0
8,1.29,1,0,0
10,0.6,1,0,0
10,1.85,1,0,0
0,0.05,0,0,1
10,0.72,0,0,0
3,0.49,0,0,1
10,0.26,0,0,0
3,0.13,0,0,1
10,1.08,1,0,0
6,0.5,0,0,2
10,0.59,1,0,0
10,1.26,1,0,0
5,0.43,0,0,2
3,0.6,0,0,1
6,0.18,0,0,2
0,0.11,0,0,1
10,0.44,1,0,0
8,0.27,1,0,0
7,0.15,0,0,2
8,0.16,1,0,0
2,0.04,0,0,1
8,0.09,1,0,0
0,0.1,0,0,1
4,0.14,0,0,2
10,0.19,1,0,0
6,0.03,1,0,2
10,0.26,1,0,0
8,0.66,1,0,0
10,0.42,1,0,0
10,0.19,1,0,0
2,0.48,0,0,1
5,0.0,0,0,2
3,0.01,0,0,1
0,0.05,0,0,1
7,0.53,0,0,2
10,0.69,1,0,0
8,1.18,1,0,0
7,0.05,0,0,2
10,0.16,1,0,0
0,0.06,0,0,1
2,0.07,0,0,1
8,0.27,0,0,0
7,1.47,1,0,2
7,1.4,1,0,2
10,0.56,1,0,0
0,0.43,0,0,1
6,2.35,0,0,2
6,2.09,0,1,2
0,0.1,0,0,1
6,0.09,1,0,2
6,0.75,1,0,2
5,1.75,0,1,2
2,0.91,1,0,1
4,0.0,0,0,2
2,0.17,0,0,1
9,0.98,0,1,0
1,0.03,0,0,1
9,0.43,1,0,0
4,1.37,0,1,2
0,0.58,0,0,1
6,0.22,1,0,2
0,0.23,0,0,1
6,0.72,0,0,2
10,0.88,1,0,0
8,1.1,1,0,0
4,0.39,1,0,2
10,0.34,1,0,0
1,0.53,0,0,1
8,0.95,1,0,0
3,0.06,0,0,1
6,0.52,0,0,2
1,1.15,0,0,1
7,0.64,1,0,2
0,0.85,0,0,1
5,3.34,0,1,2
7,0.12,1,0,2
5,0.3,1,0,2
7,0.9,1,0,2
5,1.28,0,1,2
5,0.28,0,0,2
7,0.82,1,0,2
10,1.0,1,0,0
10,1.6,0,0,0
7,2.76,0,1,2
10,1.29,0,0,0
5,1.75,1,0,2
1,0.01,0,0,1
7,0.11,0,0,2
7,0.87,1,0,2
0,1.97,0,0,1
1,0.19,0,0,1
6,0.15,0,0,2
9,0.85,0,1,0
3,0.87,0,0,1
1,6.05,0,1,1
10,0.11,1,0,0
3,0.26,0,0,1
1,0.12,0,0,1
0,0.22,0,0,1
10,0.52,1,0,0
1,0.51,0,0,1
6,0.0,1,0,2
9,0.28,1,0,0
10,0.57,1,0,0
1,0.04,0,0,1
2,0.13,0,0,1
0,0.93,0,0,1
5,13.6,1,1,4
1,0.07,0,0,1
2,2.94,0,0,1
0,0.32,0,0,1
6,3.3,1,0,2
2,0.46,0,0,1
10,0.04,1,0,0
10,0.37,0,0,0
7,0.24,1,0,2
4,0.07,0,0,2
10,0.75,1,0,0
0,0.06,0,0,1
0,0.97,0,0,1
0,0.16,0,0,1
8,0.0,1,0,0
9,0.13,1,0,0
0,0.17,0,0,1
10,0.05,1,0,0
8,0.55,1,0,0
0,0.15,0,0,1
10,0.45,1,0,0
2,0.4,1,0,1
7,0.21,1,0,2
3,0.12,0,0,1
5,0.47,0,0,2
2,0.65,0,0,1
4,0.08,0,0,2
9,0.53,1,0,0
0,1.75,0,0,1
7,0.54,1,0,2
1,0.3,0,0,1
8,1.12,1,0,0
10,0.33,1,0,0
10,0.17,1,0,0
10,0.42,1,0,0
3,0.52,0,0,1
5,0.18,0,0,2
10,0.5,1,0,0
2,0.27,0,0,1
2,0.13,1,0,1
0,0.03,0,0,1
0,0.2,0,0,1
0,0.27,0,0,1
6,0.79,1,0,2
0,0.24,0,0,1
1,0.48,1,0,1
7,0.92,0,0,2
4,0.21,0,0,2
6,0.71,1,0,2
6,0.97,1,0,2
0,0.32,0,0,1
2,0.37,0,0,1
10,0.11,1,0,0
10,0.03,1,0,0
9,0.06,1,0,0
7,0.24,0,0,2
10,0.3,1,0,0
3,0.26,0,0,1
0,0.26,0,0,1
9,0.52,1,0,0
7,1.38,1,0,2
5,0.33,0,0,2
10,0.7,1,0,0
8,0.43,0,0,0
0,0.19,0,0,1
1,0.23,0,0,1
8,1.23,1,0,0
7,1.39,0,0,2
2,0.22,0,0,1
10,0.27,0,1,0
10,0.09,0,0,0
6,0.22,1,0,2
0,0.57,0,0,1
2,0.53,0,0,1
8,2.05,1,0,0
2,4.15,0,1,1
10,1.13,0,0,0
0,0.52,0,0,1
10,0.29,1,0,0
9,0.07,1,0,0
4,0.92,0,0,2
0,0.12,0,0,1
8,0.37,1,0,0
9,0.03,1,0,0
10,0.1,1,0,0
4,0.54,0,0,2
2,5.62,0,1,1
10,0.82,1,0,0
5,0.53,1,0,2
6,0.07,0,0,2
9,0.98,1,0,0
10,13.02,0,1,4
7,0.07,1,0,2
3,0.24,0,0,1
2,0.07,0,0,1
10,0.29,1,0,0
6,0.22,0,0,2
5,0.37,0,0,2
10,0.25,0,1,0
6,0.14,1,0,2
6,1.59,0,1,2
0,0.14,0,0,1
0,0.2,0,0,1
0,0.61,0,0,1
10,0.31,0,0,0
6,1.6,1,0,2
0,0.53,0,0,1
4,0.83,0,0,2
10,0.38,1,0,0
5,1.12,1,0,2
3,0.15,1,0,1
6,0.72,0,1,2
6,0.12,1,0,2
1,1.8,0,0,1
10,0.07,1,0,0
0,0.49,0,0,1
2,0.79,0,0,1
5,0.43,0,0,2
4,0.61,0,0,2
5,0.7,0,0,2
10,0.17,1,0,0
9,0.53,1,0,0
2,0.29,0,0,1
10,0.48,1,0,0
4,0.26,1,0,2
7,0.45,0,0,2
4,0.18,0,0,2
10,12.82,1,12,4
4,0.57,0,0,2
5,0.05,0,0,2
5,3.29,0,1,2
1,0.38,0,0,1
3,0.09,0,0,1
10,0.15,1,0,0
10,0.86,0,0,0
9,0.19,1,0,0
8,0.15,0,0,0
1,0.02,0,0,1
1,0.01,0,0,1
10,0.29,1,0,0
5,0.22,0,0,2
6,4.86,0,1,2
7,1.41,1,0,2
7,0.08,1,0,2
6,0.77,1,0,2
9,0.06,1,0,0
10,0.04,1,0,0
6,0.1,1,0,2
9,1.42,0,1,0
10,0.67,1,0,0
2,0.36,0,1,1
4,0.25,0,0,2
10,0.19,0,1,0
1,0.02,0,0,1
2,0.03,0,0,1
1,0.55,0,0,1
10,13.32,1,7,4
5,0.65,1,0,2
10,1.88,0,1,0
10,0.82,1,0,0
9,0.68,0,1,0
7,0.34,1,0,2
10,1.56,1,0,0
1,0.27,0,0,1
8,0.55,1,0,0
10,0.27,0,0,0
4,0.2,0,0,2
5,0.01,0,0,2
1,3.08,0,0,1
2,0.16,0,0,1
1,0.12,0,0,1
3,0.56,0,1,1
5,0.78,0,0,2
8,0.25,1,0,0
8,0.32,1,0,0
7,0.89,0,0,2
9,0.2,1,0,0
7,0.79,1,0,2
0,0.01,0,0,1
10,0.98,1,0,0
6,1.21,0,0,2
5,0.67,0,0,2
3,0.33,0,1,1
5,0.09,0,0,2
10,0.3,1,0,0
10,1.42,1,0,0
4,0.28,0,0,2
2,1.46,0,1,1
0,0.16,0,0,1
10,0.25,1,0,0
9,1.89,0,1,0
4,0.52,0,0,2
6,2.29,0,0,2
4,0.45,0,0,2
0,0.02,0,9,1
2,0.52,0,0,1
3,15.02,0,1,4
10,0.57,1,0,0
3,0.83,0,0,1
0,1.32,0,0,1
0,0.16,0,0,1
10,1.05,1,0,0
4,0.27,0,0,2
5,0.46,0,0,2
10,0.93,1,0,0
10,0.15,1,0,0
9,0.43,1,0,0
10,0.08,1,0,0
4,0.09,0,0,2
9,0.89,1,0,0
8,0.8,1,0,0
1,0.77,0,0,1
5,2.12,0,1,2
0,0.57,0,0,1
3,1.59,0,0,1
3,0.39,0,0,1
9,0.21,1,0,0
5,2.43,0,1,2
7,0.22,1,0,2
5,1.23,1,0,2
1,0.13,0,0,1
6,1.72,0,1,2
10,0.07,0,0,0
5,2.65,1,0,2
8,0.15,1,0,0
10,0.22,1,0,0
3,0.23,0,0,1
9,0.3,1,0,0
1,0.01,0,0,1
10,0.51,1,0,0
2,0.14,0,0,1
1,0.11,0,0,1
5,0.3,0,0,2
10,0.71,1,0,0
7,0.17,0,0,2
3,0.83,0,0,1
7,0.7,1,0,2
10,7.26,0,1,0
10,0.63,1,0,0
0,0.44,0,0,1
8,0.21,1,0,0
0,0.05,0,0,1
4,0.16,0,0,2
10,0.11,1,0,0
2,1.11,1,0,1
0,0.87,0,0,1
0,0.65,0,0,1
3,0.72,0,0,1
0,0.39,0,0,1
8,0.22,1,0,0
6,5.38,0,1,2
4,0.04,0,0,2
3,0.25,0,0,1
8,0.16,1,0,0
2,1.07,0,0,1
10,0.39,1,0,0
6,0.12,1,0,2
5,0.0,1,0,2
3,0.0,0,0,1
8,0.28,1,0,0
10,1.0,1,0,0
6,0.72,0,0,2
6,0.1,0,0,2
2,0.3,0,0,1
10,1.27,1,0,0
10,0.52,1,0,0
8,0.43,1,0,0
7,0.52,1,0,2
6,3.64,0,1,2
10,0.07,1,0,0
8,0.14,1,0,0
3,0.84,1,0,1
7,0.18,1,0,2
10,0.33,1,0,0
5,1.7,0,0,2
4,0.84,0,0,2
6,0.76,0,0,2
7,0.26,1,0,2
0,0.24,0,0,1
9,0.38,1,0,0
